Difficulty,Probe,Front Server,Data File,RTT1,RTT2,RTT3,RTT4,RTT5,RTT6,RTT7,RTT8,RTT9,RTT10,RTT11,RTT12,RTT13,RTT14,RTT15,RTT16,RTT17,RTT18,RTT19,RTT20
Challenge-2,cdgeb-probe-11,cdgeb-server-05,cdgeb-file-07,0.989942,0.326143,0.314923,0.323463,0.319448,0.305255,0.306259,0.31355,0.312289,0.307277,0.316993,0.308585,0.314699,0.308198,0.31293,0.311527,0.305595,0.312396,0.305301,0.306478
Challenge-1,cdgeb-probe-11,cdgeb-server-03,cdgeb-file-05,1.136591,0.720701,0.726573,0.731152,0.726023,0.725466,0.727279,0.726933,0.719334,0.724231,0.731326,0.723947,0.720084,0.720162,0.727401,0.728255,0.718385,0.729523,0.723883,0.721905
Challenge-1,cdgeb-probe-04,cdgeb-server-13,cdgeb-file-01,0.829547,0.413029,0.409473,0.413197,0.415574,0.410087,0.407686,0.410448,0.40801,0.413071,0.414836,0.415319,0.416518,0.414155,0.417396,0.412857,0.409609,0.414413,0.413879,0.410771
Challenge-2,cdgeb-probe-02,cdgeb-server-05,cdgeb-file-10,1.13526,0.597936,0.591754,0.59375,0.605176,0.588339,0.587318,0.587559,0.595508,0.595466,0.593753,0.592162,0.588778,0.593466,0.596437,0.595126,0.592591,0.591672,0.588554,0.592573
Challenge-2,cdgeb-probe-03,cdgeb-server-07,cdgeb-file-08,0.374516,0.278927,0.275736,0.277133,0.273809,0.274576,0.278036,0.273267,0.27609,0.275879,0.273893,0.275733,0.274416,0.278644,0.277723,0.279307,0.273887,0.276528,0.274585,0.275721
Challenge-1,cdgeb-probe-05,cdgeb-server-08,cdgeb-file-05,0.302753,0.08334,0.088134,0.083909,0.085555,0.086399,0.085476,0.086068,0.082541,0.089236,0.086318,0.083497,0.088941,0.084265,0.087086,0.083904,0.084413,0.086617,0.083078,0.081916
Challenge-2,cdgeb-probe-03,cdgeb-server-11,cdgeb-file-09,1.148833,0.680938,0.69036,0.68174,0.682264,0.676601,0.681118,0.679896,0.678901,0.681515,0.689216,0.671842,0.673904,0.682828,0.680502,0.697257,0.680303,0.688915,0.682365,0.670813
Challenge-2,cdgeb-probe-08,cdgeb-server-06,cdgeb-file-06,0.54618,0.254573,0.257655,0.257224,0.257934,0.259152,0.255261,0.251738,0.256658,0.256326,0.25503,0.254494,0.25556,0.255979,0.256604,0.255452,0.288795,0.256616,0.255392,0.253941
Challenge-2,cdgeb-probe-02,cdgeb-server-04,cdgeb-file-12,0.739044,0.39747,0.396917,0.394936,0.396302,0.395327,0.392354,0.395036,0.396553,0.395254,0.394738,0.398494,0.394207,0.396096,0.397693,0.393423,0.396424,0.394036,0.393793,0.39737
Challenge-2,cdgeb-probe-05,cdgeb-server-11,cdgeb-file-14,1.172967,0.450501,0.464882,0.451424,0.451311,0.451085,0.452422,0.451348,0.449986,0.452423,0.451968,0.450846,0.459958,0.451755,0.449376,0.448444,0.453801,0.450258,0.44754,0.451422
Challenge-1,cdgeb-probe-12,cdgeb-server-08,cdgeb-file-05,0.582462,0.365094,0.370782,0.373459,0.372874,0.368873,0.370589,0.368873,0.370991,0.37592,0.372045,0.371085,0.372171,0.371895,0.370569,0.36963,0.368324,0.374141,0.369581,0.369246
Challenge-2,cdgeb-probe-02,cdgeb-server-14,cdgeb-file-14,0.307401,0.227669,0.216404,0.217948,0.220834,0.215045,0.223116,0.220612,0.219289,0.22168,0.22126,0.215376,0.215959,0.216826,0.217928,0.221246,0.215787,0.220492,0.222576,0.219002
Challenge-2,cdgeb-probe-13,cdgeb-server-01,cdgeb-file-06,0.623387,0.383263,0.388273,0.389201,0.383801,0.380686,0.381599,0.386374,0.382826,0.383521,0.383914,0.382064,0.38516,0.382941,0.382728,0.383119,0.384823,0.385484,0.384157,0.380716
Challenge-2,cdgeb-probe-11,cdgeb-server-11,cdgeb-file-10,0.990717,0.291746,0.291691,0.299981,0.297669,0.2916,0.290472,0.301012,0.296494,0.291274,0.297377,0.300519,0.292455,0.297784,0.296372,0.290728,0.289802,0.289279,0.29696,0.297364
Challenge-2,cdgeb-probe-07,cdgeb-server-16,cdgeb-file-07,0.479591,0.175307,0.183631,0.172697,0.175454,0.17423,0.175829,0.172203,0.173977,0.176475,0.174482,0.171566,0.173893,0.174335,0.175095,0.176512,0.171872,0.173469,0.173689,0.173483
Challenge-2,cdgeb-probe-12,cdgeb-server-06,cdgeb-file-13,1.314969,0.630865,0.633592,0.633725,0.634036,0.633325,0.630651,0.632302,0.628873,0.630321,0.631371,0.633166,0.632257,0.632682,0.632255,0.6328,0.633811,0.633014,0.627812,0.632505
Challenge-2,cdgeb-probe-04,cdgeb-server-08,cdgeb-file-13,0.795796,0.225693,0.22903,0.229124,0.226924,0.227497,0.226148,0.230569,0.229207,0.228825,0.227455,0.226176,0.227087,0.230434,0.228435,0.22471,0.224825,0.226579,0.226577,0.227242
Challenge-2,cdgeb-probe-12,cdgeb-server-14,cdgeb-file-13,1.158905,0.636564,0.631932,0.634982,0.632513,0.628208,0.636175,0.626823,0.632118,0.628928,0.628457,0.631459,0.631777,0.632181,0.626503,0.632968,0.634795,0.625397,0.627499,0.632397
Challenge-2,cdgeb-probe-09,cdgeb-server-17,cdgeb-file-14,0.484054,0.352023,0.345508,0.342229,0.333094,0.335567,0.333526,0.338427,0.339934,0.341959,0.334088,0.342552,0.345365,0.333609,3.166737,0.33638,0.331234,0.345258,0.340594,0.333244
Challenge-1,cdgeb-probe-07,cdgeb-server-11,cdgeb-file-03,0.674883,0.545124,0.545816,0.544341,0.544208,0.554449,0.543185,0.544548,0.552743,0.546757,0.556313,0.542555,0.544441,0.543583,0.543894,0.542627,0.545074,0.555883,0.543216,0.549395
Challenge-2,cdgeb-probe-14,cdgeb-server-13,cdgeb-file-12,0.85899,0.381614,0.380958,0.381775,0.386995,0.381308,0.3816,0.382587,0.381358,0.38167,0.385119,0.381397,0.383612,0.377457,0.380365,0.382512,0.38424,0.381957,0.382416,0.38649
Challenge-2,cdgeb-probe-09,cdgeb-server-12,cdgeb-file-09,1.208893,0.711066,0.720475,0.699414,0.713069,0.713573,0.70793,0.720387,0.708312,0.702338,0.715858,0.717618,0.712384,0.702088,0.712147,0.699555,0.711394,0.721047,0.701306,0.709236
Challenge-1,cdgeb-probe-11,cdgeb-server-04,cdgeb-file-01,0.161882,0.089283,0.08698,0.087955,0.093101,0.09241,0.092678,0.093466,0.104408,0.087607,0.092922,0.08758,0.090156,0.086742,0.09391,0.093098,0.094079,0.088021,0.096339,0.085182
Challenge-2,cdgeb-probe-01,cdgeb-server-01,cdgeb-file-17,0.683624,0.188264,0.18934,0.196371,0.191492,0.188254,0.189615,0.189992,0.190909,0.192034,0.189093,0.189989,0.188611,0.189101,0.18973,0.192652,0.189784,0.190542,0.189258,0.188
Challenge-2,cdgeb-probe-05,cdgeb-server-05,cdgeb-file-07,1.234923,0.546787,0.548122,0.548305,0.551263,0.544246,0.548344,0.557334,0.550542,0.552793,0.545533,0.550303,0.546618,0.549246,0.551704,0.548701,0.551606,0.548247,0.55089,0.54408
Challenge-1,cdgeb-probe-03,cdgeb-server-10,cdgeb-file-02,1.194372,0.773013,0.775176,0.838776,0.775892,0.778801,0.77953,0.775318,0.783623,0.773488,0.781842,0.786441,0.772682,0.776281,0.776742,0.773054,0.766688,0.780147,0.76756,0.774972
Challenge-2,cdgeb-probe-11,cdgeb-server-10,cdgeb-file-17,0.875682,0.42495,0.421646,0.41814,0.425249,0.429506,0.428208,0.41558,0.418787,0.423391,0.415683,0.424956,0.423498,0.416172,0.426056,0.414748,0.421564,0.415673,0.418844,0.425508
Challenge-2,cdgeb-probe-05,cdgeb-server-02,cdgeb-file-17,1.212916,0.5145,0.520015,0.518703,0.516698,0.50778,0.508156,0.512304,0.507662,0.51054,0.513728,0.514683,0.513652,0.511291,0.51156,0.511864,0.526587,0.511111,0.512258,0.511251
Challenge-2,cdgeb-probe-11,cdgeb-server-06,cdgeb-file-12,0.696065,0.456543,0.457423,0.458824,0.456724,0.458986,0.458009,0.461879,0.455989,0.458347,0.457231,0.45608,0.455169,0.456907,0.457753,0.457404,0.474362,0.456796,0.456268,0.465221
Challenge-1,cdgeb-probe-04,cdgeb-server-16,cdgeb-file-05,0.704697,0.373411,0.375383,0.373646,0.373333,0.372291,0.374789,0.373123,0.373209,0.369153,0.372711,0.375283,0.373175,0.373575,0.374174,0.373212,0.37265,0.370983,0.371747,0.374231
Challenge-2,cdgeb-probe-07,cdgeb-server-14,cdgeb-file-06,0.739452,0.224526,0.226438,0.224414,0.22663,0.227426,0.224167,0.223116,0.22305,0.223971,0.22884,0.228268,0.224604,0.223467,0.224803,0.224309,0.226892,0.225263,0.224137,0.224978
Challenge-2,cdgeb-probe-14,cdgeb-server-04,cdgeb-file-12,0.493046,0.128933,0.136034,0.130928,0.132669,0.130404,0.129534,0.130394,0.132554,0.126622,0.130308,0.12992,0.132491,0.129885,0.133823,0.129688,0.133845,0.129188,0.129254,0.13097
Challenge-2,cdgeb-probe-13,cdgeb-server-12,cdgeb-file-16,1.28287,0.373247,0.369639,0.373798,0.371239,0.367507,0.371022,0.371296,0.372471,0.372243,0.367304,0.369187,0.370272,0.366626,0.367702,0.372604,0.375003,0.369558,0.369761,0.366489
Challenge-2,cdgeb-probe-06,cdgeb-server-15,cdgeb-file-14,0.206768,0.106112,0.105156,0.133394,0.105247,0.106649,0.101541,0.105274,0.101956,0.107868,0.102357,0.108043,0.103032,0.104165,0.107239,0.107874,0.109673,0.106589,0.105096,0.104102
Challenge-2,cdgeb-probe-01,cdgeb-server-13,cdgeb-file-16,3.044991,0.74715,0.74943,0.748444,0.749748,0.748367,0.747936,0.753219,0.752422,0.749495,0.744764,0.750909,0.747525,0.748504,0.751236,0.746254,0.750924,0.749755,0.750722,0.750407
Challenge-2,cdgeb-probe-13,cdgeb-server-17,cdgeb-file-06,1.241352,0.6677,0.67346,0.668483,0.670396,0.66866,0.665766,0.667321,0.667127,0.673074,0.671907,0.668451,0.671707,0.671933,0.664038,0.672033,0.669711,0.66939,0.670723,0.664148
Challenge-1,cdgeb-probe-13,cdgeb-server-16,cdgeb-file-01,1.378823,0.673774,0.677782,0.674544,0.675684,0.676234,0.67488,0.671497,0.673421,0.67414,0.674778,0.674847,0.673885,0.67291,0.672241,0.676667,0.676101,0.671031,0.680712,0.672102
Challenge-2,cdgeb-probe-08,cdgeb-server-12,cdgeb-file-16,1.706313,0.794732,0.796341,0.79905,0.797583,0.805477,0.795984,0.796213,0.794222,0.799681,0.795989,0.796132,0.796044,0.796108,0.794392,0.796705,0.797573,0.793886,0.795309,0.813347
Challenge-1,cdgeb-probe-12,cdgeb-server-10,cdgeb-file-03,0.882082,0.362557,0.362157,0.368631,0.350837,0.353415,0.35814,0.361301,0.3524,0.358997,0.359496,0.361104,0.357384,0.365255,0.354634,0.352731,0.356033,0.350006,0.34589,0.356607
Challenge-2,cdgeb-probe-04,cdgeb-server-06,cdgeb-file-06,0.530067,0.235302,0.234769,0.233029,0.232259,0.2342,0.233956,0.236688,0.233856,0.233128,0.236496,0.23439,0.234959,0.23234,0.232643,0.232519,0.233585,0.232896,0.234222,0.232789
Challenge-2,cdgeb-probe-06,cdgeb-server-07,cdgeb-file-12,0.48634,0.284798,0.288142,0.289029,0.285424,0.284374,0.289755,0.286711,0.287587,0.282827,0.285429,0.286976,0.285768,0.286566,0.283456,0.285308,0.285911,0.282966,0.288075,0.2867
Challenge-1,cdgeb-probe-03,cdgeb-server-02,cdgeb-file-02,0.525387,0.413561,0.420303,0.413364,0.41403,0.414397,0.417041,0.428965,0.416957,0.413404,0.413994,0.422325,0.414639,0.413658,0.416194,0.414927,0.420576,0.412673,0.416803,0.412749
Challenge-2,cdgeb-probe-10,cdgeb-server-14,cdgeb-file-13,0.942499,0.410972,0.411745,0.410103,0.41239,0.410566,0.409636,0.407793,0.409575,0.409902,0.410658,0.410498,0.40369,0.409556,0.407321,0.409261,0.408818,0.405787,0.408988,0.40811
Challenge-1,cdgeb-probe-11,cdgeb-server-06,cdgeb-file-01,1.043391,0.539867,0.54931,0.543227,0.548208,0.545995,0.54773,0.538724,0.550354,0.539291,0.545798,0.548249,0.548679,0.545356,0.546727,0.542202,0.546213,0.545998,0.549784,0.545752
Challenge-2,cdgeb-probe-04,cdgeb-server-01,cdgeb-file-17,0.790449,0.286258,0.284641,0.286013,0.285688,0.286143,0.286158,0.285544,0.285799,0.285739,0.286913,0.286956,0.286044,0.287049,0.287352,0.285803,0.286504,0.285976,0.285916,0.319402
Challenge-1,cdgeb-probe-01,cdgeb-server-06,cdgeb-file-04,0.981293,0.12916,0.127372,0.127323,0.127088,0.126071,0.125936,0.12647,0.124261,0.124833,0.126698,0.126228,0.125575,0.139045,0.126831,0.122714,0.128265,0.122763,0.127095,0.126848
Challenge-1,cdgeb-probe-10,cdgeb-server-06,cdgeb-file-02,0.73019,0.396913,0.397035,0.398773,0.400671,0.398837,0.398007,0.396763,0.397433,0.399482,0.399732,0.519501,0.397243,0.398973,0.398154,0.402005,0.397495,0.396869,0.397303,0.423147
Challenge-1,cdgeb-probe-13,cdgeb-server-12,cdgeb-file-05,0.780133,0.238792,0.241432,0.240806,0.240874,0.242477,0.241777,0.240152,0.24014,0.240723,0.239812,0.238771,0.241276,0.239572,0.242258,0.240899,0.244586,0.240473,0.242916,0.24144
Challenge-1,cdgeb-probe-03,cdgeb-server-06,cdgeb-file-02,0.680472,0.358741,0.358332,0.360153,0.357988,0.359377,0.368795,0.358277,0.360398,0.356377,0.358616,0.357236,0.35938,0.357349,0.359805,0.356862,0.357385,0.357693,0.358642,0.359324
Challenge-1,cdgeb-probe-09,cdgeb-server-06,cdgeb-file-03,1.172227,0.719146,0.602797,0.592212,0.597129,0.589112,0.594931,0.599738,0.595109,0.595122,0.593162,0.604087,0.60086,0.593702,0.596127,0.59331,0.593971,0.595146,0.59607,0.600636
Challenge-1,cdgeb-probe-13,cdgeb-server-06,cdgeb-file-03,1.119474,0.518954,0.564274,0.517308,0.512885,0.516971,0.513272,0.516302,0.517149,0.514645,0.514065,0.513625,0.516376,0.513794,0.513291,0.516299,0.515687,0.513197,0.511713,0.51601
Challenge-2,cdgeb-probe-08,cdgeb-server-16,cdgeb-file-10,0.149579,0.062757,0.065854,0.054716,0.055421,0.055326,0.060051,0.056036,0.056528,0.061648,0.066352,0.06233,0.062823,0.062152,0.06092,0.060117,0.063249,0.05999,0.064418,0.058223
Challenge-2,cdgeb-probe-06,cdgeb-server-14,cdgeb-file-08,0.485784,0.13659,0.137153,0.136959,0.135791,0.149683,0.135975,0.157005,0.139033,0.137486,0.161613,0.139364,0.136231,0.135794,0.136695,0.135026,0.137086,0.134985,0.134289,0.137051
Challenge-2,cdgeb-probe-08,cdgeb-server-03,cdgeb-file-09,1.645732,0.692116,0.692142,0.691686,0.692111,0.696762,0.695578,0.694585,0.69349,0.696089,0.695951,0.692527,0.694338,0.694349,0.692154,0.6921,0.693012,0.695045,0.694048,0.695093
Challenge-1,cdgeb-probe-04,cdgeb-server-09,cdgeb-file-02,0.655698,0.183698,0.18563,0.180206,0.183036,0.184208,0.18829,0.179588,0.180973,0.179118,0.181367,0.181516,0.179755,0.180959,0.182226,0.184793,0.183426,0.181831,0.180637,0.177439
Challenge-2,cdgeb-probe-07,cdgeb-server-04,cdgeb-file-09,1.035036,0.662521,0.634119,0.624253,0.623984,0.62155,0.622633,0.622608,0.620788,0.62001,0.623335,0.619769,0.621672,0.625214,0.621833,0.622431,0.624691,0.619662,0.618547,0.620334
Challenge-2,cdgeb-probe-03,cdgeb-server-06,cdgeb-file-15,1.119096,0.468249,0.468555,0.469125,0.465568,0.469326,0.471782,0.468853,0.470048,0.468744,0.468486,0.467453,0.468223,0.471146,0.467692,0.471644,0.467311,0.465759,0.468616,0.46777
Challenge-2,cdgeb-probe-08,cdgeb-server-10,cdgeb-file-08,1.08452,0.479529,0.471429,0.470641,0.467501,0.475736,0.468314,0.466356,0.477866,0.475762,0.473375,0.471281,0.463023,0.471125,0.471154,0.47104,0.468375,0.48519,0.47636,0.476903
Challenge-2,cdgeb-probe-05,cdgeb-server-17,cdgeb-file-07,0.830068,0.455964,0.454677,0.452672,0.454178,0.456254,0.4518,0.455401,0.453538,0.457253,0.451876,0.454456,0.451819,0.452829,0.456023,0.455403,0.452701,0.454998,0.452936,0.453557
Challenge-2,cdgeb-probe-07,cdgeb-server-07,cdgeb-file-15,1.05085,0.434977,0.429998,0.429747,0.428985,0.426335,0.429195,0.440311,0.438704,0.429559,0.429525,0.429229,0.428216,0.431881,0.426349,0.430103,0.434983,0.427839,0.426525,0.430776
Challenge-2,cdgeb-probe-05,cdgeb-server-09,cdgeb-file-16,0.832231,0.258462,0.255946,0.256048,0.255851,0.251178,0.255562,0.253952,0.259031,0.302111,0.259535,0.256934,0.255692,0.264243,0.253237,0.257968,0.259777,0.266941,0.254695,0.252831
Challenge-2,cdgeb-probe-07,cdgeb-server-10,cdgeb-file-06,1.313945,0.565764,0.570651,0.573549,0.571758,0.561326,0.56127,0.568957,0.559968,0.566113,0.567543,0.560506,0.573365,0.564106,0.57035,0.568619,0.574018,0.560125,0.557163,0.569646
Challenge-1,cdgeb-probe-06,cdgeb-server-17,cdgeb-file-01,1.1117,0.321993,0.320561,0.322863,0.3238,0.323354,0.323434,0.319978,0.319698,0.324878,0.319999,0.323642,0.322557,0.322845,0.321409,0.322597,0.322197,0.323668,0.322285,0.324457
Challenge-2,cdgeb-probe-04,cdgeb-server-07,cdgeb-file-11,0.532599,0.218238,0.217954,0.218694,0.21932,0.220279,0.218033,0.217601,0.217609,0.217715,0.217531,0.217366,0.217254,0.217521,0.216847,0.218338,0.219349,0.219768,0.21756,0.22206
Challenge-1,cdgeb-probe-06,cdgeb-server-16,cdgeb-file-01,0.995263,0.283807,0.283664,0.283893,0.283615,0.28349,0.279471,0.288152,0.285418,0.278055,0.283811,0.286133,0.285131,0.288832,0.278051,0.283633,0.277133,0.284551,0.278288,0.287571
Challenge-2,cdgeb-probe-07,cdgeb-server-11,cdgeb-file-09,1.129391,0.658121,0.658707,0.669916,0.657587,0.65842,0.660373,0.65667,0.65792,0.661464,0.659093,0.659603,0.66181,0.661883,0.656653,0.657178,0.655845,0.664122,0.660409,0.66149
Challenge-2,cdgeb-probe-01,cdgeb-server-16,cdgeb-file-10,0.371796,0.188064,0.188635,0.192941,0.197802,0.193057,0.189035,0.190539,0.188195,0.191143,0.188734,0.190029,0.188876,0.187508,0.186957,0.188452,0.189006,0.194591,0.18803,0.194999
Challenge-2,cdgeb-probe-06,cdgeb-server-14,cdgeb-file-14,0.145956,0.062939,0.056829,0.058174,0.055294,0.058141,0.060262,0.056975,0.054827,0.056062,0.058441,0.055934,0.055735,0.057429,0.056422,0.055577,0.05868,0.058039,0.05628,0.056289
Challenge-2,cdgeb-probe-11,cdgeb-server-11,cdgeb-file-13,0.462927,0.158363,0.157952,0.166999,0.155724,0.154035,0.157787,0.15824,0.158152,0.154991,0.158476,0.16059,0.164472,0.161082,0.157561,0.156164,0.156857,0.163354,0.161597,0.154659
Challenge-1,cdgeb-probe-12,cdgeb-server-10,cdgeb-file-05,1.036849,0.4018,0.389805,0.397024,0.404542,0.402548,0.394152,0.399067,0.403817,0.390957,0.405075,0.390893,0.402644,0.392606,0.398738,0.404921,0.393504,0.40434,0.402953,0.390496
Challenge-2,cdgeb-probe-08,cdgeb-server-02,cdgeb-file-16,0.880096,0.253911,0.258867,0.254721,0.257915,0.260316,0.256213,0.257305,0.256461,0.260447,0.258053,0.254207,0.253078,0.276955,0.25461,0.258613,0.257381,0.253763,0.254395,0.253459
Challenge-2,cdgeb-probe-08,cdgeb-server-09,cdgeb-file-16,1.081232,0.502274,0.508188,0.532472,0.501734,0.506874,0.508793,0.507872,0.508661,0.510221,0.502705,0.503536,0.503284,0.511925,0.506212,0.50533,0.510321,0.509531,0.505918,0.504022
Challenge-1,cdgeb-probe-03,cdgeb-server-07,cdgeb-file-05,0.32624,0.265329,0.267157,0.267025,0.266302,0.267683,0.265712,0.264077,0.265676,0.266647,0.266196,0.264687,0.266105,0.26534,0.264545,0.265941,0.26846,0.265563,0.266464,0.266114
Challenge-1,cdgeb-probe-01,cdgeb-server-12,cdgeb-file-05,1.765001,0.534166,0.532911,0.533647,0.53479,0.532948,0.532451,0.532815,0.535201,0.532065,0.531178,0.532222,0.532193,0.533974,0.531535,0.534671,0.53265,0.534293,0.532916,0.533868
Challenge-1,cdgeb-probe-13,cdgeb-server-12,cdgeb-file-03,0.142965,0.081842,0.081582,0.081684,0.083897,0.08197,0.081923,0.080467,0.095129,0.080549,0.080614,0.081874,0.078992,0.081273,0.080473,0.085258,0.083845,0.082993,0.082043,0.085819
Challenge-2,cdgeb-probe-03,cdgeb-server-14,cdgeb-file-06,1.089906,0.568544,0.567608,0.569536,0.5716,0.570893,0.563559,0.573652,0.569904,0.569719,0.567588,0.571163,0.567975,0.565199,0.567656,0.570968,0.570437,0.569932,0.572116,0.573857
Challenge-2,cdgeb-probe-10,cdgeb-server-12,cdgeb-file-09,1.174216,0.699732,0.712101,0.695149,0.694822,0.705241,0.69311,0.697798,0.689554,0.690605,0.6969,0.68983,0.697643,0.698229,0.71173,0.705068,0.710025,0.699938,0.697408,0.700822
Challenge-1,cdgeb-probe-04,cdgeb-server-10,cdgeb-file-03,1.096826,0.583217,0.592627,0.5804,0.579478,0.595798,0.583016,0.593498,0.616072,0.5926,0.580436,0.575595,0.588284,0.578829,0.577339,0.585757,0.598104,0.577019,0.587039,0.588827
Challenge-2,cdgeb-probe-01,cdgeb-server-11,cdgeb-file-16,2.53507,0.59341,0.593661,0.593457,0.593063,0.599966,0.596268,0.593103,0.624213,0.596053,0.593916,0.592636,0.60234,0.600386,0.594461,0.59483,0.600012,0.595042,0.60215,0.600449
Challenge-2,cdgeb-probe-14,cdgeb-server-15,cdgeb-file-09,1.038896,0.614031,0.612906,0.606817,0.610726,0.611351,0.603625,0.615335,0.609645,0.612825,0.609478,0.60584,0.606479,0.644826,0.659182,0.611161,0.61556,0.60813,0.61239,0.613517
Challenge-1,cdgeb-probe-01,cdgeb-server-10,cdgeb-file-03,1.745354,0.567755,0.571956,0.592696,0.573348,0.583251,0.574237,0.568442,0.578178,0.568668,0.579234,0.58209,0.574461,0.568621,0.574887,0.583219,0.576858,0.582839,0.581572,0.568365
Challenge-1,cdgeb-probe-12,cdgeb-server-14,cdgeb-file-02,0.536506,0.479717,0.478675,0.478363,0.483044,0.480604,0.477951,0.478858,0.478344,0.47811,0.478698,0.477215,0.478028,0.47391,0.482125,0.472512,0.4713,0.477384,0.476813,0.475435
Challenge-2,cdgeb-probe-06,cdgeb-server-15,cdgeb-file-09,0.625901,0.207033,0.225234,0.208961,0.209112,0.208221,0.210222,0.21187,0.205176,0.214231,0.206524,0.210398,0.209854,0.212594,0.207952,0.207501,0.206079,0.207592,0.21125,0.207143
Challenge-2,cdgeb-probe-06,cdgeb-server-04,cdgeb-file-08,1.180943,0.649707,0.645419,0.664419,0.652227,0.650401,0.644591,0.647523,0.645798,0.646364,0.64841,0.648894,0.650708,0.648586,0.647488,0.646232,0.647359,0.648454,0.646285,0.650254
Challenge-2,cdgeb-probe-05,cdgeb-server-09,cdgeb-file-15,0.699703,0.222485,0.222655,0.220361,0.216498,0.222101,0.230159,0.225055,0.218479,0.22079,0.220948,0.224657,0.217809,0.221929,0.221626,0.232756,0.220146,0.224433,0.219597,0.221328
Challenge-1,cdgeb-probe-07,cdgeb-server-06,cdgeb-file-04,0.744305,0.375031,0.364555,0.352176,0.356784,0.357602,0.354622,0.353394,0.355132,0.355859,0.355605,0.356542,0.360277,0.353459,0.354394,0.359047,0.352745,0.359278,0.355129,0.353214
Challenge-2,cdgeb-probe-01,cdgeb-server-02,cdgeb-file-13,1.653325,0.343987,0.34366,0.365119,0.344833,0.344438,0.344511,0.342839,0.345721,0.342359,0.34485,0.343122,0.341325,0.347415,0.341362,0.343014,0.342312,0.34518,0.34394,0.345187
Challenge-2,cdgeb-probe-08,cdgeb-server-10,cdgeb-file-17,0.884953,0.420717,0.417176,0.421015,0.420495,0.415058,0.421534,0.418186,0.425234,0.411803,0.429358,0.411299,0.415696,0.422676,0.411731,0.410655,0.422567,0.41489,0.42052,0.422244
Challenge-2,cdgeb-probe-10,cdgeb-server-04,cdgeb-file-09,1.184499,0.66547,0.653072,0.670742,0.652215,0.657725,0.654765,0.654901,0.676331,0.679374,0.669092,0.667646,0.668548,0.650448,0.668151,0.653244,0.67,0.668079,0.66663,0.664357
Challenge-1,cdgeb-probe-14,cdgeb-server-13,cdgeb-file-02,1.291965,0.491112,0.486261,0.490165,0.490326,0.492007,0.486889,0.489457,0.487664,0.491157,0.490049,0.492837,0.49167,0.493361,0.491482,0.494625,0.485549,0.492304,0.48904,0.486031
Challenge-1,cdgeb-probe-10,cdgeb-server-12,cdgeb-file-04,1.704152,0.840016,0.856851,0.848549,0.848961,0.854646,0.849003,0.900329,0.854779,0.835661,0.842386,0.829319,0.831702,0.848246,0.836979,0.829975,0.904795,0.849966,0.852626,0.848075
Challenge-2,cdgeb-probe-03,cdgeb-server-09,cdgeb-file-14,0.975321,0.514185,0.509303,0.52582,0.523507,0.52171,0.513044,0.517767,0.510723,0.509728,0.51225,0.52149,0.514086,0.522357,0.520728,0.515739,0.513064,0.515215,0.5089,0.519652
Challenge-1,cdgeb-probe-08,cdgeb-server-09,cdgeb-file-02,0.945134,0.464296,0.470742,0.468813,0.469879,0.467577,0.465624,0.46828,0.46976,0.466521,0.46546,0.467149,0.462316,0.463174,0.468346,0.466317,0.465175,0.465052,0.465826,0.466554
Challenge-1,cdgeb-probe-08,cdgeb-server-17,cdgeb-file-01,1.133334,0.361652,0.357277,0.354719,0.352563,0.358875,0.358559,0.358401,0.361542,0.358028,0.361356,0.358124,0.358143,0.365038,0.353938,0.358824,0.36478,0.356301,0.363694,0.365393
Challenge-2,cdgeb-probe-08,cdgeb-server-17,cdgeb-file-14,0.293111,0.151645,0.146866,0.147483,0.151958,0.146101,0.144852,0.144673,0.145234,0.14557,0.149721,0.150496,0.140935,0.145999,0.151067,0.14832,0.143686,0.146906,0.147757,0.145778
Challenge-2,cdgeb-probe-05,cdgeb-server-04,cdgeb-file-08,0.911325,0.360128,0.362784,0.380761,0.361388,0.361217,0.364311,0.359796,0.379943,0.402685,0.362526,0.360917,0.361176,0.359521,0.360713,0.363198,0.362919,0.361706,0.362447,0.360771
Challenge-1,cdgeb-probe-12,cdgeb-server-06,cdgeb-file-02,0.844928,0.51719,0.517764,0.51342,0.517132,0.515968,0.516216,0.514296,0.513465,0.516599,0.518738,0.512635,0.514849,0.512608,0.516663,0.512141,0.51472,0.51566,0.512547,0.512755
Challenge-1,cdgeb-probe-07,cdgeb-server-16,cdgeb-file-01,1.017322,0.308379,0.308306,0.309511,0.309135,0.30765,0.308986,0.308301,0.307869,0.309865,0.30754,0.309957,0.309647,0.310683,0.306869,0.307778,0.308743,0.306165,0.306745,0.313438
Challenge-2,cdgeb-probe-07,cdgeb-server-06,cdgeb-file-16,0.812517,0.377679,0.376498,0.380013,0.380306,0.377482,0.382126,0.377352,0.380931,0.37757,0.371417,0.371873,0.377907,0.370729,0.379691,0.377862,0.377355,0.37764,0.377313,0.374054
Challenge-2,cdgeb-probe-13,cdgeb-server-15,cdgeb-file-09,1.005793,0.580391,0.583828,0.581801,0.580543,0.579369,0.587044,0.581558,0.582436,0.585509,0.584259,0.583721,0.58365,0.578799,0.578556,0.579962,0.585866,0.585162,0.58034,0.579858
